tanggal,harga_emas,kurs_jual,kurs_beli,data_inflasi,suku_bunga_bi
2016-04-07,584000.0,13263.0,13131.0,0.036000000000000004,6.75
2016-04-08,589000.0,13235.0,13103.0,0.036000000000000004,6.75
2016-04-11,589000.0,13200.0,13068.0,0.036000000000000004,6.75
2016-04-12,594000.0,13189.0,13057.0,0.036000000000000004,6.75
2016-04-13,592000.0,13161.0,13031.0,0.036000000000000004,6.75
2016-04-14,588000.0,13304.0,13172.0,0.036000000000000004,6.75
2016-04-15,585000.0,13232.0,13100.0,0.036000000000000004,6.75
2016-04-18,586000.0,13270.0,13138.0,0.036000000000000004,6.75
2016-04-19,586000.0,13216.0,13084.0,0.036000000000000004,6.75
2016-04-20,592000.0,13199.0,13067.0,0.036000000000000004,6.75
2016-04-21,587000.0,13248.0,13116.0,0.036000000000000004,6.75
2016-04-22,590000.0,13235.0,13103.0,0.036000000000000004,6.75
2016-04-25,585000.0,13301.0,13169.0,0.036000000000000004,6.75
2016-04-26,586000.0,13281.0,13149.0,0.036000000000000004,6.75
2016-04-27,589000.0,13239.0,13107.0,0.036000000000000004,6.75
2016-04-28,591000.0,13270.0,13138.0,0.036000000000000004,6.75
2016-04-29,598000.0,13270.0,13138.0,0.036000000000000004,6.75
2016-05-02,608000.0,13258.0,13126.0,0.0333,6.75
2016-05-03,606000.0,13228.0,13096.0,0.0333,6.75
2016-05-04,605000.0,13312.0,13180.0,0.0333,6.75
2016-05-05,605666.6666666666,13324.666666666666,13192.666666666666,0.0333,6.75
2016-05-06,606333.3333333334,13337.333333333334,13205.333333333334,0.0333,6.75
2016-05-09,607000.0,13350.0,13218.0,0.0333,6.75
2016-05-10,603000.0,13400.0,13266.0,0.0333,6.75
2016-05-11,602000.0,13337.0,13205.0,0.0333,6.75
2016-05-12,606000.0,13365.0,13233.0,0.0333,6.75
2016-05-13,602000.0,13378.0,13244.0,0.0333,6.75
2016-05-16,606000.0,13395.0,13261.0,0.0333,6.75
2016-05-17,606000.0,13344.0,13212.0,0.0333,6.75
2016-05-18,607000.0,13386.0,13252.0,0.0333,6.75
2016-05-19,604000.0,13534.0,13400.0,0.0333,6.75
2016-05-20,608000.0,13641.0,13505.0,0.0333,6.75
2016-05-23,606000.0,13675.0,13539.0,0.0333,6.75
2016-05-24,606000.0,13674.0,13538.0,0.0333,6.75
2016-05-25,601000.0,13739.0,13603.0,0.0333,6.75
2016-05-26,600000.0,13683.0,13547.0,0.0333,6.75
2016-05-27,599000.0,13643.0,13507.0,0.0333,6.75
2016-05-30,595000.0,13709.0,13573.0,0.0333,6.75
2016-05-31,597000.0,13683.0,13547.0,0.0333,6.75
2016-06-01,598000.0,13739.0,13603.0,0.0345,6.5
2016-06-02,598000.0,13763.0,13627.0,0.0345,6.5
2016-06-03,597000.0,13680.0,13544.0,0.0345,6.5
2016-06-06,606000.0,13545.0,13411.0,0.0345,6.5
2016-06-07,603000.0,13442.0,13308.0,0.0345,6.5
2016-06-08,598000.0,13307.0,13175.0,0.0345,6.5
2016-06-09,602000.0,13297.0,13165.0,0.0345,6.5
2016-06-10,602000.0,13376.0,13242.0,0.0345,6.5
2016-06-13,609000.0,13408.0,13274.0,0.0345,6.5
2016-06-14,612000.0,13339.0,13207.0,0.0345,6.5
2016-06-15,614000.0,13465.0,13331.0,0.0345,6.5
2016-06-16,616000.0,13394.0,13260.0,0.0345,6.5
2016-06-17,610000.0,13425.0,13291.0,0.0345,6.5
2016-06-20,614000.0,13326.0,13194.0,0.0345,6.5
2016-06-21,610000.0,13352.0,13220.0,0.0345,6.5
2016-06-22,603000.0,13364.0,13232.0,0.0345,6.5
2016-06-23,602000.0,13331.0,13199.0,0.0345,6.5
2016-06-24,601000.0,13362.0,13230.0,0.0345,6.5
2016-06-27,630000.0,13562.0,13428.0,0.0345,6.5
2016-06-28,628000.0,13322.0,13190.0,0.0345,6.5
2016-06-29,620000.0,13232.0,13100.0,0.0345,6.5
2016-06-30,616000.0,13246.0,13114.0,0.0345,6.5
2016-07-01,619000.0,13238.0,13106.0,0.0321,6.5
2016-07-04,622166.6666666666,13228.0,13096.0,0.0321,6.5
2016-07-05,625333.3333333334,13218.0,13086.0,0.0321,6.5
2016-07-06,628500.0,13208.0,13076.0,0.0321,6.5
2016-07-07,631666.6666666666,13198.0,13066.0,0.0321,6.5
2016-07-08,634833.3333333334,13188.0,13056.0,0.0321,6.5
2016-07-11,638000.0,13178.0,13046.0,0.0321,6.5
2016-07-12,632000.0,13217.0,13085.0,0.0321,6.5
2016-07-13,622000.0,13160.0,13030.0,0.0321,6.5
2016-07-14,627000.0,13153.0,13023.0,0.0321,6.5
2016-07-15,621000.0,13151.0,13021.0,0.0321,6.5
2016-07-18,622000.0,13178.0,13046.0,0.0321,6.5
2016-07-19,621000.0,13151.0,13021.0,0.0321,6.5
2016-07-20,622000.0,13166.0,13034.0,0.0321,6.5
2016-07-21,617000.0,13188.0,13056.0,0.0321,6.5
2016-07-22,625000.0,13168.0,13036.0,0.0321,6.5
2016-07-25,620000.0,13201.0,13069.0,0.0321,6.5
2016-07-26,620000.0,13216.0,13084.0,0.0321,6.5
2016-07-27,621000.0,13196.0,13064.0,0.0321,6.5
2016-07-28,625000.0,13179.0,13047.0,0.0321,6.5
2016-07-29,625000.0,13159.0,13029.0,0.0321,6.5
2016-08-01,629000.0,13145.0,13015.0,0.0279,5.25
2016-08-02,631000.0,13144.0,13014.0,0.0279,5.25
2016-08-03,635000.0,13180.0,13048.0,0.0279,5.25
2016-08-04,634000.0,13204.0,13072.0,0.0279,5.25
2016-08-05,636000.0,13191.0,13059.0,0.0279,5.25
2016-08-08,626000.0,13210.0,13078.0,0.0279,5.25
2016-08-09,627000.0,13199.0,13067.0,0.0279,5.25
2016-08-10,629000.0,13189.0,13057.0,0.0279,5.25
2016-08-11,631000.0,13179.0,13047.0,0.0279,5.25
2016-08-12,628000.0,13186.0,13054.0,0.0279,5.25
2016-08-15,627000.0,13187.0,13055.0,0.0279,5.25
2016-08-16,629000.0,13163.0,13033.0,0.0279,5.25
2016-08-17,630500.0,13171.5,13040.5,0.0279,5.25
2016-08-18,632000.0,13180.0,13048.0,0.0279,5.25
2016-08-19,632000.0,13185.0,13053.0,0.0279,5.25
2016-08-22,629000.0,13263.0,13131.0,0.0279,5.25
2016-08-23,628000.0,13282.0,13150.0,0.0279,5.25
2016-08-24,629000.0,13318.0,13186.0,0.0279,5.25
2016-08-25,627000.0,13333.0,13201.0,0.0279,5.25
2016-08-26,626000.0,13308.0,13176.0,0.0279,5.25
2016-08-29,626000.0,13341.0,13209.0,0.0279,5.25
2016-08-30,627000.0,13326.0,13194.0,0.0279,5.25
2016-08-31,622000.0,13367.0,13233.0,0.0279,5.25
2016-09-01,622000.0,13335.0,13203.0,0.030699999999999998,5.0
2016-09-02,623000.0,13327.0,13195.0,0.030699999999999998,5.0
2016-09-05,627000.0,13263.0,13131.0,0.030699999999999998,5.0
2016-09-06,626000.0,13228.0,13096.0,0.030699999999999998,5.0
2016-09-07,630000.0,13151.0,13021.0,0.030699999999999998,5.0
2016-09-08,629000.0,13155.0,13025.0,0.030699999999999998,5.0
2016-09-09,627000.0,13154.0,13024.0,0.030699999999999998,5.0
2016-09-12,625500.0,13185.5,13054.5,0.030699999999999998,5.0
2016-09-13,624000.0,13217.0,13085.0,0.030699999999999998,5.0
2016-09-14,623000.0,13294.0,13162.0,0.030699999999999998,5.0
2016-09-15,625000.0,13256.0,13124.0,0.030699999999999998,5.0
2016-09-16,624000.0,13197.0,13065.0,0.030699999999999998,5.0
2016-09-19,621000.0,13230.0,13098.0,0.030699999999999998,5.0
2016-09-20,622000.0,13208.0,13076.0,0.030699999999999998,5.0
2016-09-21,623000.0,13214.0,13082.0,0.030699999999999998,5.0
2016-09-22,628000.0,13163.0,13033.0,0.030699999999999998,5.0
2016-09-23,627000.0,13163.0,13033.0,0.030699999999999998,5.0
2016-09-26,627000.0,13141.0,13011.0,0.030699999999999998,5.0
2016-09-27,626000.0,13092.0,12962.0,0.030699999999999998,5.0
2016-09-28,622000.0,12991.0,12861.0,0.030699999999999998,5.0
2016-09-29,621000.0,13017.0,12887.0,0.030699999999999998,5.0
2016-09-30,621000.0,13063.0,12933.0,0.030699999999999998,5.0
2016-10-03,621000.0,13075.0,12945.0,0.0331,4.75
2016-10-04,620000.0,13053.0,12923.0,0.0331,4.75
2016-10-05,619000.0,13060.0,12930.0,0.0331,4.75
2016-10-06,619000.0,13057.0,12927.0,0.0331,4.75
2016-10-07,619000.0,13067.0,12937.0,0.0331,4.75
2016-10-10,619000.0,13034.0,12904.0,0.0331,4.75
2016-10-11,619000.0,13057.0,12927.0,0.0331,4.75
2016-10-12,619000.0,13088.0,12958.0,0.0331,4.75
2016-10-13,620000.0,13093.0,12963.0,0.0331,4.75
2016-10-14,621000.0,13112.0,12982.0,0.0331,4.75
2016-10-17,620000.0,13119.0,12989.0,0.0331,4.75
2016-10-18,621000.0,13109.0,12979.0,0.0331,4.75
2016-10-19,622000.0,13072.0,12942.0,0.0331,4.75
2016-10-20,622000.0,13064.0,12934.0,0.0331,4.75
2016-10-21,620000.0,13085.0,12955.0,0.0331,4.75
2016-10-24,621000.0,13112.0,12982.0,0.0331,4.75
2016-10-25,621000.0,13087.0,12957.0,0.0331,4.75
2016-10-26,622000.0,13062.0,12932.0,0.0331,4.75
2016-10-27,619000.0,13092.0,12962.0,0.0331,4.75
2016-10-28,620000.0,13113.0,12983.0,0.0331,4.75
2016-10-31,621000.0,13116.0,12986.0,0.0331,4.75
2016-11-01,622000.0,13101.0,12971.0,0.0358,4.75
2016-11-02,625000.0,13123.0,12993.0,0.0358,4.75
2016-11-03,626000.0,13115.0,12985.0,0.0358,4.75
2016-11-04,627000.0,13169.0,13037.0,0.0358,4.75
2016-11-07,625000.0,13147.0,13017.0,0.0358,4.75
2016-11-08,623000.0,13155.0,13025.0,0.0358,4.75
2016-11-09,620000.0,13149.0,13019.0,0.0358,4.75
2016-11-10,625000.0,13184.0,13052.0,0.0358,4.75
2016-11-11,617000.0,13417.0,13283.0,0.0358,4.75
2016-11-14,615000.0,13425.0,13291.0,0.0358,4.75
2016-11-15,613000.0,13405.0,13271.0,0.0358,4.75
2016-11-16,614000.0,13414.0,13280.0,0.0358,4.75
2016-11-17,614000.0,13452.0,13318.0,0.0358,4.75
2016-11-18,611000.0,13475.0,13341.0,0.0358,4.75
2016-11-21,610000.0,13505.0,13371.0,0.0358,4.75
2016-11-22,612000.0,13491.0,13357.0,0.0358,4.75
2016-11-23,611000.0,13540.0,13406.0,0.0358,4.75
2016-11-24,609000.0,13608.0,13472.0,0.0358,4.75
2016-11-25,610000.0,13638.0,13502.0,0.0358,4.75
2016-11-28,610000.0,13534.0,13400.0,0.0358,4.75
2016-11-29,611000.0,13617.0,13481.0,0.0358,4.75
2016-11-30,612000.0,13631.0,13495.0,0.0358,4.75
2016-12-01,608000.0,13650.0,13514.0,0.0302,4.75
2016-12-02,609000.0,13592.0,13456.0,0.0302,4.75
2016-12-05,609000.0,13584.0,13448.0,0.0302,4.75
2016-12-06,607000.0,13472.0,13338.0,0.0302,4.75
2016-12-07,606000.0,13403.0,13269.0,0.0302,4.75
2016-12-08,606000.0,13371.0,13237.0,0.0302,4.75
2016-12-09,605000.0,13404.0,13270.0,0.0302,4.75
2016-12-12,604500.0,13390.0,13256.0,0.0302,4.75
2016-12-13,604000.0,13376.0,13242.0,0.0302,4.75
2016-12-14,604000.0,13351.0,13219.0,0.0302,4.75
2016-12-15,603000.0,13434.0,13300.0,0.0302,4.75
2016-12-16,602000.0,13493.0,13359.0,0.0302,4.75
2016-12-19,606000.0,13448.0,13314.0,0.0302,4.75
2016-12-20,605000.0,13460.0,13326.0,0.0302,4.75
2016-12-21,603000.0,13540.0,13406.0,0.0302,4.75
2016-12-22,604000.0,13502.0,13368.0,0.0302,4.75
2016-12-23,603000.0,13537.0,13403.0,0.0302,4.75
2016-12-26,604000.0,13520.0,13386.0,0.0302,4.75
2016-12-27,605000.0,13503.0,13369.0,0.0302,4.75
2016-12-28,606000.0,13514.0,13380.0,0.0302,4.75
2016-12-29,607000.0,13540.0,13406.0,0.0302,4.75
2016-12-30,608000.0,13503.0,13369.0,0.0302,4.75
2017-01-02,607000.0,13527.5,13393.5,0.03255,4.75
2017-01-03,606000.0,13552.0,13418.0,0.0349,4.75
2017-01-04,606000.0,13545.0,13411.0,0.0349,4.75
2017-01-05,607000.0,13437.0,13303.0,0.0349,4.75
2017-01-06,606000.0,13414.0,13280.0,0.0349,4.75
2017-01-09,602000.0,13452.0,13318.0,0.0349,4.75
2017-01-10,605000.0,13387.0,13253.0,0.0349,4.75
2017-01-11,605000.0,13394.0,13260.0,0.0349,4.75
2017-01-12,607000.0,13354.0,13222.0,0.0349,4.75
2017-01-13,607000.0,13375.0,13241.0,0.0349,4.75
2017-01-16,609000.0,13421.0,13287.0,0.0349,4.75
2017-01-17,610000.0,13448.0,13314.0,0.0349,4.75
2017-01-18,613000.0,13395.0,13261.0,0.0349,4.75
2017-01-19,610000.0,13443.0,13309.0,0.0349,4.75
2017-01-20,611000.0,13449.0,13315.0,0.0349,4.75
2017-01-23,613000.0,13439.0,13305.0,0.0349,4.75
2017-01-24,613000.0,13397.0,13263.0,0.0349,4.75
2017-01-25,610000.0,13407.0,13273.0,0.0349,4.75
2017-01-26,607000.0,13392.0,13258.0,0.0349,4.75
2017-01-27,602000.0,13426.0,13292.0,0.0349,4.75
2017-01-30,603000.0,13402.0,13268.0,0.0349,4.75
2017-01-31,603000.0,13410.0,13276.0,0.0349,4.75
2017-02-01,607000.0,13416.0,13282.0,0.0383,4.75
2017-02-02,607000.0,13441.0,13307.0,0.0383,4.75
2017-02-03,609000.0,13429.0,13295.0,0.0383,4.75
2017-02-06,610000.0,13396.0,13262.0,0.0383,4.75
2017-02-07,612000.0,13389.0,13255.0,0.0383,4.75
2017-02-08,612000.0,13404.0,13270.0,0.0383,4.75
2017-02-09,614000.0,13375.0,13241.0,0.0383,4.75
2017-02-10,608000.0,13385.0,13251.0,0.0383,4.75
2017-02-13,609000.0,13397.0,13263.0,0.0383,4.75
2017-02-14,608000.0,13397.0,13263.0,0.0383,4.75
2017-02-15,609000.0,13396.5,13262.5,0.0383,4.75
2017-02-16,610000.0,13396.0,13262.0,0.0383,4.75
2017-02-17,612000.0,13395.0,13261.0,0.0383,4.75
2017-02-20,611000.0,13419.0,13285.0,0.0383,4.75
2017-02-21,610000.0,13437.0,13303.0,0.0383,4.75
2017-02-22,611000.0,13423.0,13289.0,0.0383,4.75
2017-02-23,611000.0,13427.0,13293.0,0.0383,4.75
2017-02-24,616000.0,13403.0,13269.0,0.0383,4.75
2017-02-27,617000.0,13406.0,13272.0,0.0383,4.75
2017-02-28,616000.0,13414.0,13280.0,0.0383,4.75
2017-03-01,613000.0,13428.0,13294.0,0.0361,4.75
2017-03-02,612000.0,13428.0,13294.0,0.0361,4.75
2017-03-03,609000.0,13442.0,13308.0,0.0361,4.75
2017-03-06,609000.0,13431.0,13297.0,0.0361,4.75
2017-03-07,606000.0,13417.0,13283.0,0.0361,4.75
2017-03-08,603000.0,13407.0,13273.0,0.0361,4.75
2017-03-09,601000.0,13440.0,13306.0,0.0361,4.75
2017-03-10,599000.0,13460.0,13326.0,0.0361,4.75
2017-03-13,600000.0,13431.0,13297.0,0.0361,4.75
2017-03-14,598000.0,13427.0,13293.0,0.0361,4.75
2017-03-15,597000.0,13442.0,13308.0,0.0361,4.75
2017-03-16,601000.0,13403.0,13269.0,0.0361,4.75
2017-03-17,602000.0,13409.0,13275.0,0.0361,4.75
2017-03-20,604000.0,13396.0,13262.0,0.0361,4.75
2017-03-21,605000.0,13375.0,13241.0,0.0361,4.75
2017-03-22,607000.0,13402.0,13268.0,0.0361,4.75
2017-03-23,609000.0,13399.0,13265.0,0.0361,4.75
2017-03-24,609000.0,13396.0,13262.0,0.0361,4.75
2017-03-27,612000.0,13381.0,13247.0,0.0361,4.75
2017-03-28,611000.0,13385.5,13251.5,0.0361,4.75
2017-03-29,610000.0,13390.0,13256.0,0.0361,4.75
2017-03-30,611000.0,13383.0,13249.0,0.0361,4.75
2017-03-31,608000.0,13388.0,13254.0,0.0361,4.75
2017-04-03,609000.0,13391.0,13257.0,0.0417,4.75
2017-04-04,611000.0,13393.0,13259.0,0.0417,4.75
2017-04-05,611000.0,13396.0,13262.0,0.0417,4.75
2017-04-06,612000.0,13394.0,13260.0,0.0417,4.75
2017-04-07,609000.0,13408.0,13274.0,0.0417,4.75
2017-04-10,610000.0,13390.0,13256.0,0.0417,4.75
2017-04-11,611000.0,13348.0,13216.0,0.0417,4.75
2017-04-12,614000.0,13364.0,13232.0,0.0417,4.75
2017-04-13,618000.0,13330.0,13198.0,0.0417,4.75
2017-04-14,619000.0,13325.5,13193.5,0.0417,4.75
2017-04-17,620000.0,13321.0,13189.0,0.0417,4.75
2017-04-18,615000.0,13365.0,13233.0,0.0417,4.75
2017-04-19,619000.0,13365.0,13233.0,0.0417,4.75
2017-04-20,615000.0,13395.0,13261.0,0.0417,4.75
2017-04-21,617000.0,13387.0,13253.0,0.0417,4.75
2017-04-24,616000.0,13374.5,13241.5,0.0417,4.75
2017-04-25,615000.0,13362.0,13230.0,0.0417,4.75
2017-04-26,609000.0,13344.0,13212.0,0.0417,4.75
2017-04-27,610000.0,13365.0,13233.0,0.0417,4.75
2017-04-28,609000.0,13394.0,13260.0,0.0417,4.75
2017-05-01,608000.0,13388.5,13254.5,0.042499999999999996,4.75
2017-05-02,607000.0,13383.0,13249.0,0.0433,4.75
2017-05-03,607000.0,13363.0,13231.0,0.0433,4.75
2017-05-04,600000.0,13397.0,13263.0,0.0433,4.75
2017-05-05,598000.0,13406.0,13272.0,0.0433,4.75
2017-05-08,601000.0,13391.0,13257.0,0.0433,4.75
2017-05-09,600000.0,13384.0,13250.0,0.0433,4.75
2017-05-10,599000.0,13422.0,13288.0,0.0433,4.75
2017-05-11,596000.0,13414.5,13280.5,0.0433,4.75
2017-05-12,601000.0,13407.0,13273.0,0.0433,4.75
2017-05-15,599000.0,13386.0,13252.0,0.0433,4.75
2017-05-16,600000.0,13364.0,13232.0,0.0433,4.75
2017-05-17,604000.0,13373.0,13239.0,0.0433,4.75
2017-05-18,609000.0,13410.0,13276.0,0.0433,4.75
2017-05-19,605000.0,13477.0,13343.0,0.0433,4.75
2017-05-22,608000.0,13363.0,13231.0,0.0433,4.75
2017-05-23,609000.0,13362.0,13230.0,0.0433,4.75
2017-05-24,606000.0,13383.0,13249.0,0.0433,4.75
2017-05-25,606000.0,13372.0,13239.0,0.0433,4.75
2017-05-26,607000.0,13361.0,13229.0,0.0433,4.75
2017-05-29,610000.0,13379.0,13245.0,0.0433,4.75
2017-05-30,610000.0,13403.0,13269.0,0.0433,4.75
2017-05-31,609000.0,13388.0,13254.0,0.0433,4.75
2017-06-01,609500.0,13383.0,13249.0,0.0435,4.75
2017-06-02,610000.0,13378.0,13244.0,0.0437,4.75
2017-06-05,615000.0,13353.0,13221.0,0.0437,4.75
2017-06-06,615000.0,13351.0,13219.0,0.0437,4.75
2017-06-07,619000.0,13374.0,13240.0,0.0437,4.75
2017-06-08,616000.0,13383.0,13249.0,0.0437,4.75
2017-06-09,614000.0,13358.0,13226.0,0.0437,4.75
2017-06-12,612000.0,13358.0,13226.0,0.0437,4.75
2017-06-13,610000.0,13360.0,13228.0,0.0437,4.75
2017-06-14,612000.0,13352.0,13220.0,0.0437,4.75
2017-06-15,610000.0,13348.0,13216.0,0.0437,4.75
2017-06-16,608000.0,13364.0,13232.0,0.0437,4.75
2017-06-19,609000.0,13352.0,13220.0,0.0437,4.75
2017-06-20,605000.0,13363.0,13231.0,0.0437,4.75
2017-06-21,606000.0,13368.0,13234.0,0.0437,4.75
2017-06-22,607000.0,13386.0,13252.0,0.0437,4.75
2017-06-23,606714.2857142857,13386.857142857143,13252.857142857143,0.043000000000000003,4.75
2017-06-26,606428.5714285715,13387.714285714286,13253.714285714286,0.042300000000000004,4.75
2017-06-27,606142.8571428572,13388.57142857143,13254.57142857143,0.041600000000000005,4.75
2017-06-28,605857.1428571428,13389.42857142857,13255.42857142857,0.0409,4.75
2017-06-29,605571.4285714285,13390.285714285714,13256.285714285714,0.0402,4.75
2017-06-30,605285.7142857143,13391.142857142857,13257.142857142857,0.0395,4.75
2017-07-03,605000.0,13392.0,13258.0,0.0388,4.75
2017-07-04,601000.0,13453.0,13319.0,0.0388,4.75
2017-07-05,604000.0,13416.0,13282.0,0.0388,4.75
2017-07-06,603000.0,13431.0,13297.0,0.0388,4.75
2017-07-07,602000.0,13464.0,13330.0,0.0388,4.75
2017-07-10,599000.0,13475.0,13341.0,0.0388,4.75
2017-07-11,600000.0,13454.0,13320.0,0.0388,4.75
2017-07-12,602000.0,13435.0,13301.0,0.0388,4.75
2017-07-13,602000.0,13409.0,13275.0,0.0388,4.75
2017-07-14,602000.0,13414.0,13280.0,0.0388,4.75
2017-07-17,607000.0,13380.0,13246.0,0.0388,4.75
2017-07-18,607000.0,13381.0,13247.0,0.0388,4.75
2017-07-19,610000.0,13371.0,13237.0,0.0388,4.75
2017-07-20,610000.0,13387.0,13253.0,0.0388,4.75
2017-07-21,610000.0,13390.0,13256.0,0.0388,4.75
2017-07-24,614000.0,13386.0,13252.0,0.0388,4.75
2017-07-25,613000.0,13387.0,13253.0,0.0388,4.75
2017-07-26,610000.0,13401.0,13267.0,0.0388,4.75
2017-07-27,615000.0,13382.0,13248.0,0.0388,4.75
2017-07-28,615000.0,13393.0,13259.0,0.0388,4.75
2017-07-31,618000.0,13390.0,13256.0,0.0388,4.75
2017-08-01,617000.0,13385.0,13251.0,0.0382,4.5
2017-08-02,617000.0,13398.0,13264.0,0.0382,4.5
2017-08-03,615000.0,13397.0,13263.0,0.0382,4.5
2017-08-04,617000.0,13391.0,13257.0,0.0382,4.5
2017-08-07,613000.0,13386.0,13252.0,0.0382,4.5
2017-08-08,613000.0,13386.0,13252.0,0.0382,4.5
2017-08-09,615000.0,13391.0,13257.0,0.0382,4.5
2017-08-10,618000.0,13405.0,13271.0,0.0382,4.5
2017-08-11,621000.0,13437.0,13303.0,0.0382,4.5
2017-08-14,621000.0,13411.0,13277.0,0.0382,4.5
2017-08-15,619000.0,13411.0,13277.0,0.0382,4.5
2017-08-16,618000.0,13441.0,13307.0,0.0382,4.5
2017-08-17,621000.0,13438.0,13304.0,0.0382,4.5
2017-08-18,624000.0,13435.0,13301.0,0.0382,4.5
2017-08-21,622000.0,13422.0,13288.0,0.0382,4.5
2017-08-22,624000.0,13405.0,13271.0,0.0382,4.5
2017-08-23,621000.0,13409.0,13275.0,0.0382,4.5
2017-08-24,624000.0,13421.0,13287.0,0.0382,4.5
2017-08-25,623000.0,13415.0,13281.0,0.0382,4.5
2017-08-28,625000.0,13405.0,13271.0,0.0382,4.5
2017-08-29,634000.0,13415.0,13281.0,0.0382,4.5
2017-08-30,631000.0,13410.0,13276.0,0.0382,4.5
2017-08-31,631000.0,13418.0,13284.0,0.0382,4.5
2017-09-01,634500.0,13415.0,13281.0,0.0377,4.375
2017-09-04,638000.0,13412.0,13278.0,0.037200000000000004,4.25
2017-09-05,637000.0,13403.0,13269.0,0.037200000000000004,4.25
2017-09-06,639000.0,13404.0,13270.0,0.037200000000000004,4.25
2017-09-07,636000.0,13398.0,13264.0,0.037200000000000004,4.25
2017-09-08,642000.0,13350.0,13218.0,0.037200000000000004,4.25
2017-09-11,637000.0,13220.0,13088.0,0.037200000000000004,4.25
2017-09-12,631000.0,13252.0,13120.0,0.037200000000000004,4.25
2017-09-13,632000.0,13275.0,13143.0,0.037200000000000004,4.25
2017-09-14,629000.0,13305.0,13173.0,0.037200000000000004,4.25
2017-09-15,634000.0,13327.0,13195.0,0.037200000000000004,4.25
2017-09-18,629000.0,13304.0,13172.0,0.037200000000000004,4.25
2017-09-19,627000.0,13324.0,13192.0,0.037200000000000004,4.25
2017-09-20,629000.0,13336.0,13204.0,0.037200000000000004,4.25
2017-09-21,627000.0,13364.0,13231.0,0.037200000000000004,4.25
2017-09-22,624000.0,13392.0,13258.0,0.037200000000000004,4.25
2017-09-25,626000.0,13372.0,13238.0,0.037200000000000004,4.25
2017-09-26,630000.0,13415.0,13281.0,0.037200000000000004,4.25
2017-09-27,627000.0,13451.0,13317.0,0.037200000000000004,4.25
2017-09-28,625000.0,13531.0,13397.0,0.037200000000000004,4.25
2017-09-29,628000.0,13559.0,13425.0,0.037200000000000004,4.25
2017-10-02,621000.0,13566.0,13432.0,0.0358,4.25
2017-10-03,619000.0,13650.0,13514.0,0.0358,4.25
2017-10-04,622000.0,13556.0,13422.0,0.0358,4.25
2017-10-05,622000.0,13550.0,13416.0,0.0358,4.25
2017-10-06,622000.0,13552.0,13418.0,0.0358,4.25
2017-10-09,628000.0,13572.0,13436.0,0.0358,4.25
2017-10-10,633000.0,13558.0,13424.0,0.0358,4.25
2017-10-11,636000.0,13577.0,13441.0,0.0358,4.25
2017-10-12,638000.0,13589.0,13453.0,0.0358,4.25
2017-10-13,640000.0,13576.0,13440.0,0.0358,4.25
2017-10-16,644000.0,13550.0,13416.0,0.0358,4.25
2017-10-17,640000.0,13557.0,13423.0,0.0358,4.25
2017-10-18,638000.0,13582.0,13446.0,0.0358,4.25
2017-10-19,637000.0,13589.0,13453.0,0.0358,4.25
2017-10-20,642000.0,13585.0,13449.0,0.0358,4.25
2017-10-23,638000.0,13603.0,13467.0,0.0358,4.25
2017-10-24,643000.0,13597.0,13461.0,0.0358,4.25
2017-10-25,639000.0,13638.0,13502.0,0.0358,4.25
2017-10-26,642000.0,13628.0,13492.0,0.0358,4.25
2017-10-27,636000.0,13698.0,13562.0,0.0358,4.25
2017-10-30,641000.0,13648.0,13512.0,0.0358,4.25
2017-10-31,640000.0,13640.0,13504.0,0.0358,4.25
2017-11-01,637000.0,13660.0,13524.0,0.033,4.25
2017-11-02,640000.0,13630.0,13494.0,0.033,4.25
2017-11-03,640000.0,13568.0,13432.0,0.033,4.25
2017-11-06,638000.0,13597.0,13461.0,0.033,4.25
2017-11-07,639000.0,13572.0,13436.0,0.033,4.25
2017-11-08,637000.0,13592.0,13456.0,0.033,4.25
2017-11-09,639000.0,13582.0,13446.0,0.033,4.25
2017-11-10,640000.0,13582.0,13446.0,0.033,4.25
2017-11-13,636000.0,13623.0,13487.0,0.033,4.25
2017-11-14,637000.0,13610.0,13474.0,0.033,4.25
2017-11-15,638000.0,13607.0,13471.0,0.033,4.25
2017-11-16,638000.0,13606.0,13470.0,0.033,4.25
2017-11-17,638000.0,13585.0,13449.0,0.033,4.25
2017-11-20,643000.0,13597.0,13461.0,0.033,4.25
2017-11-21,637000.0,13612.0,13476.0,0.033,4.25
2017-11-22,639000.0,13591.0,13455.0,0.033,4.25
2017-11-23,641000.0,13571.0,13435.0,0.033,4.25
2017-11-24,640000.0,13574.0,13438.0,0.033,4.25
2017-11-27,639000.0,13579.0,13443.0,0.033,4.25
2017-11-28,641000.0,13595.0,13459.0,0.033,4.25
2017-11-29,640000.0,13583.0,13447.0,0.033,4.25
2017-11-30,637000.0,13582.0,13446.0,0.033,4.25
2017-12-01,635000.0,13588.5,13452.5,0.03455,4.25
2017-12-04,633000.0,13595.0,13459.0,0.0361,4.25
2017-12-05,635000.0,13583.0,13447.0,0.0361,4.25
2017-12-06,631000.0,13592.0,13456.0,0.0361,4.25
2017-12-07,631000.0,13620.0,13484.0,0.0361,4.25
2017-12-08,628000.0,13624.0,13488.0,0.0361,4.25
2017-12-11,628000.0,13614.0,13478.0,0.0361,4.25
2017-12-12,627000.0,13618.0,13482.0,0.0361,4.25
2017-12-13,628000.0,13657.0,13521.0,0.0361,4.25
