tanggal,harga_emas,kurs_jual,kurs_beli,data_inflasi,suku_bunga_bi,new_cases,new_deaths
2021-12-22,931000,14420.75,14277.26,0.0187,3.5,179.0,10.0
2021-12-23,932000,14335.32,14192.68,0.0187,3.5,136.0,8.0
2021-12-24,933000,14322.26,14179.75,0.0187,3.5,204.0,5.0
2021-12-27,931000,14290.1,14147.91,0.0187,3.5,120.0,8.0
2021-12-28,934000,14296.13,14153.88,0.0187,3.5,278.0,8.0
2021-12-29,932000,14308.19,14165.82,0.0187,3.5,194.0,10.0
2021-12-30,933000,14336.33,14193.68,0.0187,3.5,189.0,7.0
2021-12-31,938000,14340.35,14197.66,0.0187,3.5,180.0,6.0
2022-01-03,945000,14349.39,14206.61,0.0218,3.5,265.0,5.0
2022-01-04,935000,14341.35,14198.65,0.0218,3.5,299.0,3.0
2022-01-05,940000,14381.55,14238.45,0.0218,3.5,404.0,4.0
2022-01-06,941000,14436.83,14293.18,0.0218,3.5,533.0,7.0
2022-01-07,934000,14467.98,14324.02,0.0218,3.5,518.0,5.0
2022-01-08,934000,,,0.0218,3.5,479.0,6.0
2022-01-09,934000,,,0.0218,3.5,529.0,2.0
2022-01-10,933000,14431.8,14288.2,0.0218,3.5,454.0,7.0
2022-01-11,934000,14394.62,14251.39,0.0218,3.5,802.0,8.0
2022-01-12,940000,14370.5,14227.51,0.0218,3.5,646.0,6.0
2022-01-13,941000,14373.51,14230.49,0.0218,3.5,793.0,5.0
2022-01-14,939000,14382.56,14239.45,0.0218,3.5,850.0,8.0
2022-01-15,938000,,,0.0218,3.5,1054.0,4.0
2022-01-16,938000,,,0.0218,3.5,855.0,3.0
2022-01-17,937000,14381.55,14238.45,0.0218,3.5,772.0,4.0
2022-01-18,939000,14394.62,14251.39,0.0218,3.5,1362.0,9.0
2022-01-19,936000,14396.63,14253.38,0.0218,3.5,1745.0,9.0
2022-01-20,948000,14441.85,14298.15,0.0218,3.5,2116.0,7.0
2022-01-21,947000,14425.77,14282.23,0.0218,3.5,2604.0,2.0
2022-01-22,945000,,,0.0218,3.5,3205.0,5.0
2022-01-23,945000,,,0.0218,3.5,2925.0,14.0
2022-01-24,944000,14418.74,14275.27,0.0218,3.5,2927.0,7.0
2022-01-25,947000,14398.64,14255.37,0.0218,3.5,4878.0,20.0
2022-01-26,950000,14429.79,14286.21,0.0218,3.5,7010.0,7.0
2022-01-27,938000,14417.73,14274.27,0.0218,3.5,8077.0,7.0
2022-01-28,930000,14456.93,14313.08,0.0218,3.5,9905.0,7.0
2022-01-29,928000,,,0.0218,3.5,11588.0,17.0
2022-01-30,928000,,,0.0218,3.5,12422.0,18.0
